Gene	Hits	Length
TNNC2	0	4099
TNFAIP1	0	15884
TNFAIP2	0	11113
TNFAIP3	1	16127
C1QB	0	8348
TNFAIP6	2	22457
TNFRSF1A	0	13361
TNFRSF1B	0	42218
TNNC1	0	2951
TNNI1	0	26100
TNNI2	0	2678
TNNI3	0	5965
TNNT1	0	16446
TNNT2	1	18693
C1QC	0	4486
TNNT3	0	19138
TNP1	0	601
TNP2	0	1447
TNR	26	420818
TNS1	3	203207
TNXA	3	47402
C1R	0	57529
TOP2A	2	29430
TOP2B	6	67035
TOP3A	2	41087
TP53	1	25772
C1S	10	82076
TP73	1	83637
TPD52	12	252742
TPD52L1	9	109766
TPH1	0	20252
TPI1	0	3527
TPM1	3	29276
TPM2	0	8064
TPM3	3	36832
TPP2	6	82238
TPR	5	64079
TPSAB1	0	1878
TPT1	0	3994
TPTE	10	132687
C3	2	42817
CRISP2	4	21233
NR2C1	2	53400
NR2C2	3	101545
TRAF1	1	26781
TRAF2	0	44683
TRAF3	8	134022
TRAF5	2	48330
C3AR1	2	8037
HSP90B2P	1	2752
ACTG2	3	26688
TRH	0	3546
TRHR	4	32160
CCT3	1	29455
TRIO	17	365630
TRIP6	0	6127
C4B	0	20625
TRO	1	10871
C4BPA	4	40711
TRPC1	5	83464
TRPC2	0	11100
TRPC3	3	72727
TRPC4	16	233167
TRPC5	15	308463
TRPC6	13	132365
TRPS1	23	260505
MIR650	0	91
MIR651	0	97
LHFPL3-AS2	1	32018
INS-IGF2	1	32098
MIR654	0	81
MIR655	0	97
MIR656	0	78
MIR657	0	98
MIR658	0	100
MIR659	0	97
MIR660	0	97
MIR661	0	89
MIR662	0	95
MIR663A	0	93
DEFA11P	0	889
LINC01545	1	12286
SNHG4	0	9433
TSN	2	12308
TSC1	3	53286
TSC2	0	40724
C4BPB	0	11126
TSG101	3	46646
TSHB	0	4486
TSHR	12	190778
TSNAX	4	37871
TSPY1	0	42826
TSPYL1	0	5259
CAPN5	3	59207
EIPR1	2	188913
PHLDA2	0	1148
TST	0	9325
GFUS	0	4945
TTC1	4	56371
DNAJC7	3	41277
TTC3	12	129838
TTC4	1	26834
C5	5	97941
TTF1	2	31302
TTK	4	37923
TTN	16	281434
TTPA	1	26565
TUB	4	86864
TTR	0	7257
CASC8	11	192456
LINC00163	0	4223
TUBA4A	0	4330
SNORD116-19	0	3028
ROCK1P1	2	13158
MAFIP	4	61483
TUBA3C	0	8083
RNF208	0	1077
SPATA31A3	0	6247
GOLGA6L6	0	10021
RGPD8	5	66117
BHLHA9	0	708
FAM156B	0	11160
CHORDC1P4	1	3409
MUC5B	1	131827
TLCD2	1	7579
AGBL1-AS1	3	20135
LINC02203	5	105784
GXYLT2	8	87138
MROH1	1	113925
LINC01249	4	28005
TUBB2A	0	3882
CT47A10	0	64529
SSR4P1	0	2256
LINC02499	0	19731
CT47A9	0	3318
GOLGA8O	2	13721
NA	93	2215017
CT47A6	0	27619
CT47A5	0	3318
CT47A4	0	3318
LINC00290	6	95060
CT47A3	0	3318
LINC02458	0	8567
CT47A2	0	3318
CT47A1	0	88854
ZBTB8B	2	22802
NUTM2A	0	9529
NUTM2D	0	12976
TSPY3	0	152555
LINC02363	1	12947
NUTM2A-AS1	3	136771
LINC00460	0	1232
RSPH10B2	0	44657
NALF1	50	698582
KRTAP4-8	0	1142
LINC01433	0	2864
TMEM191B	0	2772
PI4KAP1	1	44085
FAM157A	2	56022
CARMN	2	25958
CLEC19A	0	25165
KRTAP19-8	0	318
TUBG1	0	5899
GOLGA6L7	0	3715
KRTAP9-1	0	753
LINC01881	10	71626
GTF2H2C	2	32698
LINC00992	14	164232
OVOL3	0	2509
POTEF	2	55688
USP17L5	0	1593
LOC728392	0	1573
USP17L27	0	6339
TSPY4	0	23035
TUFM	0	3998
TPI1P3	0	1214
TSPY8	0	2751
NA	9	146651
PARGP1	8	117409
LINC01548	0	4766
DUX4L2	0	34440
GUSBP1	17	247540
USP17L30	0	1593
PPIEL	1	37419
TGFB2-AS1	1	1483
METTL24	12	164791
DNLZ	0	1912
C2orf92	1	33324
LOC728554	4	75472
ENTPD1-AS1	20	337030
C12orf73	0	15493
CCDC169	4	70814
TUFT1	1	43279
PCAT18	1	16018
SDHAP3	0	26010
PDCD6P1	1	36449
ASB9P1	0	1625
CCDC30	14	191311
SKP1P2	0	1882
DHRS4L1	2	81504
FAM133CP	0	2519
CDK11A	1	21622
HNRNPA1P33	0	542
HULC	0	1639
TULP1	0	14997
LINC01346	0	11972
ZBED3-AS1	3	61554
LINC00977	3	24774
MAP4K3-DT	8	167439
LOC728739	0	622
LOC728743	0	11769
ANKRD20A4P	5	43129
ZNF566-AS1	0	1414
PIN4P1	1	2346
PABPC1P2	0	3934
ANKDD1B	4	60371
FRMPD2B	24	539205
TULP2	0	17775
C1GALT1C1L	1	1170
C12orf71	0	1466
NA	5	221458
CT45A2	0	8055
NA	99	1592060
NA	3	18870
NA	98	1559944
PPIAL4F	0	785
ZNF705D	0	26179
UNC5B-AS1	0	1005
LOC728989	3	23705
C6	8	119293
HIRA	4	117532
ZBED5-AS1	3	21060
RPEL1	0	2130
SLC15A5	8	89201
FAAHP1	0	11876
TEX46	0	5017
OIP5-AS1	0	15595
GASK1A	4	80945
AGAP5	4	56240
BMS1P4	4	31364
TWIST1	1	2205
GTF2IRD1P1	3	34834
KATNBL1P6	1	2156
NBAT1	0	12592
TNFSF4	2	23602
FLJ45513	0	2928
CCR2	1	7179
PRR20B	0	3022
FAHD2CP	1	12586
SFTPA2	0	4556
PRR20D	0	16165
PRR20E	0	3022
KRT16P1	0	2987
TP53TG3D	0	2594
ZNF286B	0	23831
CETN4P	0	2270
PLIN4	1	15525
TXK	3	67864
GAGE2D	1	35929
LMO7DN	1	12775
CCDC61	0	23156
NA	3	24872
GAGE2A	9	163868
HSD52	1	14872
RAD51AP2	2	19696
TXN	0	12829
LINC02226	8	124082
TMEM242	2	35200
AACSP1	0	53573
FAM72A	1	16164
DIRC3	23	472571
SPDYE6	0	10698
TXNRD1	8	137598
LOC729609	1	2963
SPEN-AS1	0	13933
PRR23A	0	2307
MRS2P2	0	2690
ZNF812P	0	10894
CCDC175	3	71765
LINC00847	0	4770
FAM90A2P	0	3814
TYK2	2	30074
DNAJC27-AS1	4	67583
LOC729732	7	128533
LOC729737	0	5794
PPIAP46	0	490
CEACAM18	0	6774
GOLGA8CP	1	13353
SEC14L1P1	0	2572
TYMS	0	15896
UMAD1	13	238510
LSP1P3	0	444
TBC1D3H	0	60080
TYR	8	117888
ANKRD34C-AS1	4	92239
CRPPA	17	333796
LOC729930	0	1105
LINC01915	5	34017
SHISA7	0	14126
LOC729966	0	5470
CNN3-DT	2	35243
RFPL4AL1	0	1375
LINC01530	1	2598
LINC01776	2	61948
BORCS8	0	15688
SHISA9	23	338797
C7	8	73444
SEC14L6	1	21753
ABCC6P2	0	2271
ZNF814	0	40344
ZNF726	0	19086
LINC00886	5	69720
RRN3P1	0	23781
MOSMO	6	79397
TYRO3	1	20317
LOC730101	0	4753
CRYZL2P	2	31868
FAM166B	0	2070
TMEM229A	0	2554
GSTA7P	0	5697
TEX50	1	1612
LOC730183	0	786
MEIS1-AS3	2	10128
TYRO3P	0	864
BTG2-DT	2	6568
ACOD1	0	10083
PPIAL4E	0	785
ZNF735	1	13088
NA	2	3968
TYROBP	0	3909
TYRP1	1	16881
LOC730668	0	4162
U2AF1	1	14623
KRTAP2-3	0	852
LINC02447	1	5953
C8A	2	63452
UBA52	0	5657
RFX8	8	77343
LINC01220	0	2005
LINC01347	2	45431
UBB	0	1688
UBC	0	3396
UBA1	0	24329
FAM238B	1	10347
UBA7	1	8754
C8B	3	36806
UBE2B	0	20930
UBE2D2	3	67268
TDRG1	0	1469
LINC00917	0	13830
UBE2D3	3	72900
UBE2E1	3	85748
UBE2E2	27	387644
UBE2G1	7	97458
UBE2G2	0	33257
UBE2H	5	122228
UBE2I	0	17866
C8G	0	1729
UBE2L3	1	74588
UBE2V2	2	53460
UBE3A	5	101780
OSGIN2	4	26000
SUMO1	1	32420
UBTF	0	16594
UCHL1	1	11549
UCHL3	3	56541
UPK1B	1	31576
UCN	0	866
UCP3	2	8957
UFD1	1	29275
SNHG9	0	509
SLC35A2	1	8777
SCGB1A1	0	4172
UGDH	3	28844
UGP2	2	50599
UGT2B17	0	31343
UMOD	0	19665
UCK2	1	84124
UMPS	0	18907
COL14A1	8	246927
USP4	2	62960
NR1H2	0	53337
UPP1	0	19976
UPK2	0	2262
VPS51	0	15746
UPK3A	0	10888
UQCRB	0	8959
UQCRC1	0	10667
UROD	0	3537
UROS	9	34691
USF1	0	6729
USF2	0	10823
USH2A	57	800503
MRPL49	0	5187
CLRN1	3	90003
KDM6A	7	239423
UTY	10	246090
VAV2	4	230431
VBP1	3	23398
VCAM1	2	19406
VCL	13	124964
VCP	0	16675
VDAC1	9	134539
VDAC2	0	21296
VDAC3	0	14177
VDR	3	63495
VEGFA	0	16278
VEGFB	0	4681
VEGFC	6	109205
VGF	0	3063
VHL	0	12036
EZR	1	53684
VIM	1	9335
VIPR2	3	116784
VLDLR	2	32693
BEST1	1	14580
MPPED2	18	201891
VPREB1	0	727
VRK2	16	252270
VTN	0	3075
MYRF	0	35869
VWF	7	175797
WARS1	1	42556
WAS	1	7632
WIPF1	9	123326
EIF4H	1	22724
TMEM258	0	3484
CLIP2	5	116469
LAT2	1	20078
CORO2A	6	71700
WFS1	1	33416
NSD2	3	110812
NELFA	0	26522
DAGLA	1	66570
WNT2	4	46658
WNT6	1	14409
WNT7A	3	61537
WNT7B	1	56761
WNT8A	1	7619
WNT8B	1	20588
WNT10B	1	6519
WNT11	2	24434
WNT2B	5	53871
WNT9A	0	26512
WNT9B	3	35129
GET1	1	34002
WRN	8	140500
WT1	4	47760
XBP1	0	6013
XIST	2	32103
XK	3	46251
XPA	3	22501
XPC	3	33525
CSKMT	0	3176
XPNPEP1	3	58788
XPNPEP2	0	30580
XPO1	0	60350
XRCC1	0	32267
XRCC2	3	29664
XRCC3	0	17870
XRCC4	24	276263
FMNL1	1	25395
XRCC5	6	96997
CEMP1	0	1374
YES1	8	90951
YY1	1	40270
YWHAB	2	22818
LDLRAD4	14	434025
YWHAE	2	55723
YWHAG	3	32235
YWHAH	0	13112
ZFP36	0	2566
ZFP37	0	14823
PTTG1IP	0	24319
ZBTB14	1	8035
ZFPL1	0	4181
ZFX	5	66611
ZFY	3	47436
ZIC1	0	7326
ZIC2	0	4994
ZNF2	0	18882
CFAP410	0	10459
ZNF3	0	18702
ZNF711	2	29372
ZNF7	0	19992
ZNF8	1	36696
CNBP	1	16153
ZNF10	2	28837
ZNF12	0	18503
ZNF14	0	22641
ZNF708	0	38250
ZNF16	1	20531
ZNF18	1	20024
ZNF19	1	15279
ZNF20	0	9055
TMEM50B	0	47524
ZNF22	0	4505
ZNF23	2	41715
ZNF24	4	12249
ZSCAN20	1	23764
MPPED1	1	94781
ZNF32	0	5020
ZNF33A	2	54449
ZNF33B	5	64362
ZNF35	0	12051
ZNF37A	1	29015
CA1	3	49885
MZF1	1	11659
ZNF43	3	47120
ZNF45	1	22636
ZBTB25	1	56108
ZNF74	0	14349
ZNF75D	3	10243
ZNF75A	0	13144
ZNF76	2	37075
CA5A	0	48488
ZNF79	1	20999
ZNF80	0	2946
ZNF221	1	16356
ZNF85	0	27445
ZNF91	1	37772
CA6	0	29256
ZNF99	0	31989
CA7	0	9768
CA8	11	92532
ZNF222	0	7769
ZNF121	0	18918
LUZP6	8	50702
SNORD113-1	0	70
SNORD113-2	0	71
SNORD113-5	0	77
SNORD113-6	0	74
SNORD113-7	0	76
SNORD113-9	0	71
SNORD114-1	0	71
SNORD114-3	0	74
SNORD114-5	0	69
SNORD114-6	0	71
SNORD114-8	0	71
SNORD114-9	0	71
SNORD114-10	0	71
SNORD114-12	0	74
SNORD114-13	0	73
SNORD114-14	0	74
SNORD114-15	0	71
SNORD114-17	0	74
SNORD114-18	0	71
SNORD114-19	0	74
SNORD114-20	0	71
SNORD114-21	0	71
SNORD114-22	0	71
SNORD114-23	0	71
SNORD114-24	0	71
SNORD114-25	0	71
SNORD114-26	0	71
SNORD114-27	0	69
SNORD114-28	0	71
SNORD114-29	0	69
SNORD114-31	0	74
ZNF124	0	50042
PFN1P2	0	1913
CA9	0	7240
HAR1A	0	3094
HAR1B	0	6827
MKRN3	0	2713
PRCD	0	17791
RELL1	7	95578
MIR758	0	88
MIR767	0	109
MIR454	0	115
MIR769	0	118
MIR802	0	94
MIR765	0	114
MIR770	0	98
PSAPL1	0	4680
MKRN7P	0	1633
ZNF132	0	7409
ZNF133	0	28520
ZNF134	0	7807
ZNF135	0	10504
ZNF136	0	26193
ZNF137P	0	3469
ZNF138	4	59413
ZNF140	1	27222
CA11	0	8180
ZNF141	1	46165
ZNF143	2	67560
PCGF2	0	14412
ZBTB16	8	190967
ZNF146	2	24172
TRIM25	1	26140
ZBTB17	1	34264
CA12	2	58346
ZNF154	1	11845
ZNF157	2	43100
VEZF1	0	16706
ZNF165	1	8859
ZNF174	0	8175
ZNF175	1	18461
ZNF177	0	19598
RNF112	0	6099
RNF113A	0	1297
ZNF184	0	22377
ZNF185	0	59040
ZNF189	2	11807
ZKSCAN8	2	17563
ZSCAN9	0	8236
ZNF195	1	21296
ZNF200	0	13133
ZNF202	0	17367
ZNF204P	2	17552
ZNF205	0	7956
ZNF207	0	30819
CACNA1D	21	317417
ZNF214	2	21038
ZNF215	2	58208
ZFAND5	1	13823
ZNF217	2	27192
ZNF223	0	15979
ZNF224	1	13998
ZNF225	3	19708
ZNF226	1	12624
CACNA1E	18	323236
ZNF112	8	75072
ZNF229	2	22341
ZNF230	0	10996
ZNF232	1	17559
ZNF236	6	146567
SLC30A1	0	3719
CACNA1F	5	28311
SLC30A2	1	8091
SLC30A3	2	20749
ZXDA	0	5204
CACNA1S	5	73055
ZYX	0	29397
LUZP1	5	93786
PRDM2	8	124840
DNALI1	0	9939
PTP4A1	1	61839
LRP8	3	85781
LAPTM5	0	25369
TVP23A	2	57539
BSND	1	9849
CACNA2D1	21	493614
CSDE1	1	41138
EVI5	15	283709
DAP3	2	49919
CACNB1	0	24248
NPHS2	1	25411
CACNB2	24	401083
BTG2	1	4066
PXDN	1	112633
CACNB3	0	14512
ALMS1	6	224161
MOGS	0	4354
RNF103	0	20485
TUBA1A	0	4530
PAX8	5	62925
CACNB4	13	266308
IL1R2	2	36579
CXCR4	0	3807
SCG2	0	5560
CACNG1	1	12260
MAPKAPK3	1	37436
SEMA3B	0	9533
SLMAP	9	171721
MANF	0	4137
USP7	0	71391
RAB7A	3	88663
SLC25A20	0	42071
KCNAB1	26	418591
SLBP	1	19545
DUSP26	0	8586
CRELD1	1	11574
MRPL57	0	2849
COLEC11	4	49813
OTUB2	0	22553
PCYOX1L	0	11652
YIPF2	0	5914
PRR14	1	5494
HROB	0	20571
CYREN	6	78462
GDAP1L1	0	33819
LRFN4	0	3071
CAD	0	26397
AUNIP	3	25352
VKORC1	0	4102
TRIR	0	4076
MIS12	0	4437
CUEDC2	1	9422
METRN	0	2308
DBNDD1	0	15050
DDX50	4	45570
CAMKV	2	11948
LINC01260	3	82517
DDA1	0	13770
GGCT	0	8221
GID4	1	29108
CENPM	0	8408
C7orf25	1	22934
TMEM106C	0	5332
NUP37	4	45897
AHNAK	2	113319
ZNF655	0	18032
ST8SIA4	15	96349
PDCL3	0	13784
ERI3	7	134198
INTS15	0	18441
NABP2	0	5514
KXD1	0	11626
PVRIG	0	2869
DDX54	1	28307
TMEM38A	0	27879
TSEN34	0	4276
KCTD15	1	18916
TRPM8	9	102124
PRRG3	0	6334
ASPSCR1	0	39857
TMEM223	0	1700
ATG9A	0	11515
METTL16	6	95853
POGLUT2	1	14774
ELOVL6	8	149592
TMEM109	0	9545
C2orf49	1	7972
DSCC1	0	21990
DCTPP1	0	6355
C1orf50	1	8498
CCDC86	0	9133
LBHD1	0	8953
MLPH	3	68909
WDR77	0	9319
SLC25A23	0	23350
SMIM7	0	14010
ALG12	1	15253
ZNF426	0	10623
TMUB2	0	4746
CARD14	0	39340
CHAC1	0	3082
BBLN	1	3669
ESRG	1	7734
UQCC3	0	2037
CSTPP1	16	227692
TRIM48	0	8938
LINC00626	1	5948
TAF1D	1	11257
RNF26	0	2815
MEG8	0	12199
MAPKAP1	15	269841
PWRN1	1	54088
PWRN2	0	5128
DEK	2	40400
DHX58	0	11330
NDUFAF5	0	33396
TMEM185B	1	5938
APOO	1	74593
RETREG2	1	7259
DERL1	1	29260
PHF23	0	4479
MBOAT7	0	16628
PPDPF	0	1392
CHCHD7	0	6862
FKRP	0	12530
MMP28	1	39372
ZSCAN5A	4	147074
ALDH5A1	1	42239
FA2H	5	61874
TNIP2	0	14717
PLEKHF1	0	10057
MFSD11	0	43065
GNPTAB	2	85371
LENG1	0	4068
LILRP2	0	5287
LILRA6	7	84119
C1orf35	0	2595
PRR15L	0	5910
RBM42	1	8608
CENPO	2	29071
BRME1	1	23742
FBXL15	0	3915
EFHD2	1	20449
TTPAL	1	18719
BRCC3	4	51655
FSD1	0	19253
TMEM43	0	18741
IRX6	0	6202
IRX3	0	3167
IRX1	0	5350
THOC6	0	3725
ZNF557	1	18508
MMEL1	0	42401
OR13A1	1	12955
OR5H6	0	978
CALB1	3	36850
OR5H2	0	945
OR7E91P	0	5856
OR4K5	0	972
OR51G1	0	966
OR11H2	0	1429
OR51B4	0	933
OR51B2	0	1055
CPLANE2	1	5478
ZXDC	0	38319
HMGN5	4	88242
FCRL2	4	31400
BCL2L14	11	140070
CALB2	3	31727
NOX5	6	126663
PLA2G7	3	31378
GLB1L	0	8629
KREMEN2	0	4168
ZBED2	0	2436
LRFN3	0	8076
CYBC1	0	8245
TFEB	0	52282
HAUS3	0	14670
LRRC2	3	64695
FYCO1	4	77926
BIRC7	0	4579
WDR25	3	153886
PAGR1	0	6289
ULBP3	0	6943
DLEU2L	0	1657
OR52N1	0	963
S100G	0	4511
OR4F5	0	918
OR2A4	0	933
OR4K1	0	1076
RNF217-AS1	3	54782
RIPOR1	0	17975
MAIP1	1	8808
NKAIN1	0	60143
GCC1	0	4973
ATP13A3	3	65566
TTC13	5	72632
EPS8L3	0	13943
ABHD8	0	11343
NKAP	4	18723
SPAG16	79	1126123
TMEM231	2	18170
CORO7	1	62420
CHPF	0	4819
CARS2	4	72194
MRPL24	0	3830
ARMH3	7	210577
MUL1	0	8734
OBI1	8	46280
CEP97	3	42688
CALCA	0	5618
TCTN1	1	35104
ADIPOR2	8	97599
PGBD5	3	104283
FAM118B	4	51261
RIC3	6	62994
ACSS3	12	177774
NAA16	4	65826
TANGO6	14	241577
CCNJL	4	87929
HMBOX1	7	162332
RNASEH2B	4	60783
GALNT14	4	244738
ARMT1	3	17811
NDNF	3	36892
TNFAIP8L2	0	3121
OGFRL1	0	13754
OCEL1	0	2974
EFL1	8	132544
FAT4	16	176521
SCRN3	1	33847
TMEM53	1	20599
C22orf46	0	7594
ROGDI	1	5989
CHMP6	0	8293
SRD5A3	1	26879
CLXN	0	24520
PANK3	1	23987
AKIRIN1	1	14822
MCPH1	11	237028
AIMP2	1	14584
USB1	0	20251
RHBDF2	0	30535
HECTD3	0	8808
BEND5	4	49008
ARHGAP10	17	340475
DYNC2H1	33	370432
DHX40	4	42828
PLEKHF2	3	22965
KLF3-AS1	2	52109
PARP8	13	180624
C3orf52	2	44670
TUT7	3	66755
NLRX1	0	15289
FN3KRP	0	11312
ZNF329	0	28859
VEPH1	12	243884
FASTKD1	3	44162
OGFOD2	1	5235
CENPU	2	40068
ZDHHC14	14	292421
MSANTD2	2	33906
SAP30L	2	15097
STEAP4	5	30485
GAL3ST4	1	9509
QTRT2	0	31687
ZNF322	0	25370
YRDC	0	5252
MANEA	1	31956
GALNT12	4	42383
ZC2HC1C	1	8501
ZMAT4	17	367233
ZYG11B	6	100883
CALCB	0	8743
OGFOD3	0	29428
C11orf80	5	98781
LRRK1	6	150858
PRKRIP1	0	30326
NOL9	0	33252
COLGALT1	0	27455
IPO4	0	10435
GTDC1	30	386503
IGFLR1	0	6186
CCDC51	0	7950
NPEPL1	1	27181
PPCS	2	3914
TBL1XR1	7	176507
VPS37B	3	30838
SUV39H2	0	25523
ZNF768	1	10898
THAP9	0	19602
WDR59	10	111547
LIN28A	0	18951
PALB2	4	38196
SH3D21	0	18491
NSUN7	1	60089
NARS2	6	138903
E2F8	0	17593
KCTD17	0	11652
TBC1D17	0	11326
TEFM	0	7286
BBS10	0	3957
TTLL7	12	129777
ZBBX	7	140009
CCDC7	20	315195
DIPK2B	1	52529
ZNF419	0	6970
CLIP4	2	86109
ECHDC3	2	21710
ADGB	18	216462
LMAN1L	0	14056
MAFK	1	12312
ZNF385D	79	951634
SLC25A22	0	7795
ASB13	0	27739
ZNF750	0	10622
DHRS12	1	36170
ZNF668	0	13478
FZD3	8	80064
GEMIN7	1	12265
C1orf115	0	8872
ISOC2	0	8704
ELMO3	0	4900
KATNBL1	2	69423
MCTP1	37	577991
GRTP1	3	39959
ZFHX4	13	186007
ACBD4	0	11577
MICALL2	2	25115
MTERF1	2	78557
CCDC82	5	37155
IQCA1	10	183389
LRRC31	0	30695
KLHL36	0	13786
ZNF665	2	30068
SEM1	3	36967
FBXO31	4	62767
GSDMD	0	9675
ALG9	7	97263
ZNF408	0	5150
ARMC5	0	8895
TFPI2	0	5595
CARF	5	74083
SHCBP1	1	40844
HHIPL2	3	25843
HAND2-AS1	1	55271
VASH2	0	41041
GSTCD	12	138942
TTC21B	5	96363
MMRN2	0	22128
AGMAT	0	13412
NIPAL2	5	102235
MOB3B	18	204644
ZNF552	0	7832
DNAI4	2	111999
ST7	22	276695
CATSPERB	5	151296
ARHGAP28	10	127220
EFCC1	2	39114
CLMP	6	122975
METTL8	8	117400
NAA40	0	18005
ZMYM1	1	36484
KDM8	0	18283
QSER1	4	100071
GEMIN6	1	30431
LONRF3	0	43237
PIP4K2C	0	12270
TMC5	3	88574
CCDC102B	33	339936
ARHGEF5	2	25237
NHEJ1	4	94772
AGBL2	3	55786
ZBTB3	0	3222
FAM124B	2	23297
ZDHHC11	2	55382
RNF122	0	19371
CFAP69	11	65890
MFSD13A	1	17689
CSPP1	10	132247
PDZD3	0	4767
TLCD3A	1	10229
TM4SF20	0	17149
LINC00115	0	1317
SNX22	0	5765
FLJ13224	0	1630
NEK11	16	323616
TUBAL3	2	11733
ZNF669	0	4411
RBFA	0	59443
JHY	5	77195
TREML2	1	11374
BORA	1	28287
ALG13	5	79530
CPSF7	1	27345
BAALC	5	89613
RPAP2	7	89211
CBLL1	2	17805
NUDT18	0	3074
THSD4	39	641935
DCAKD	4	37768
CCDC134	0	25626
ZNF212	1	15959
ZC3H14	2	50601
PODNL1	1	22205
MAP9	4	34311
HDAC11	0	26701
CAAP1	3	52144
PLBD1	2	64195
LPCAT1	1	62535
RIN3	4	175210
ZNF671	0	7877
MCMBP	5	44225
GGNBP2	0	45540
ZNF672	0	11185
THNSL1	1	10086
ZNF613	2	18324
PRR5L	9	169030
CALCR	11	150244
CYBRD1	0	35887
NUP85	1	30258
TMC7	3	80007
MORN1	3	70298
BTNL8	3	51830
TUSC3	16	226563
PYROXD1	1	33645
ATAD5	0	63273
TCEAL4	0	2237
MRM1	0	7383
NANOG	0	6661
ADM2	0	4882
FAM110D	0	3609
MAP6D1	0	9730
UBXN8	1	22831
DOK3	0	8522
TNIP3	10	96058
KIAA0319L	7	124461
SYNPO2L	0	11189
COQ8B	2	25357
CCNP	0	4483
CNTNAP3	15	215537
SLC35E1	1	22546
KAT6A	7	122509
LINC00472	0	6300
ZNF696	0	8562
L2HGDH	3	74663
DHDDS	0	39023
PLPPR3	0	9480
PLEKHS1	2	30980
SYNDIG1	9	197333
NOL10	6	119222
PDZD7	0	23475
ERMP1	3	48510
PAQR6	0	4797
DENND1C	0	14581
CEP76	1	40822
JADE1	1	65601
DENND2D	1	18570
WDR76	0	41506
ZNF767P	2	77637
WLS	10	134143
ZNF442	0	16291
CPED1	16	308748
GRHL2	10	177285
TRMT2B	2	42772
DSN1	2	22037
FRMD1	0	23394
POF1B	5	102354
ZNF702P	1	25281
SVEP1	13	214632
PLEKHH3	0	9117
STN1	2	40728
AGPAT4-IT1	0	1851
ELOVL7	6	92486
ANKRD53	0	7055
CALD1	19	191317
PSCA	1	12420
ESRP2	0	7687
DOCK5	20	228333
C10orf88	6	23501
TMEM156	6	65601
RMI1	2	23351
PSME3IP1	0	33599
PHC3	5	94170
MINDY3	4	82345
DGLUCY	2	111347
NAA25	4	82143
UBTD1	3	72193
FOXRED2	0	19916
TMEM62	0	51620
SLC8B1	1	36355
FBXL18	1	37972
SEMA6D	41	590018
ZNF556	0	11171
ANP32A-IT1	0	3281
TRPM3	77	911855
FAM106A	0	2281
GPR157	0	24754
CEBPA-DT	0	2201
PGAP1	7	94792
LRRTM4	66	774653
ATF7IP2	8	97584
DCAF17	3	50836
LINC00574	1	12801
CCDC15	8	87369
HEXA-AS1	0	2676
BIN3-IT1	0	1839
ZNF606	4	26274
MZT2B	1	8800
PKD1L1-AS1	1	37526
ZNF614	0	15663
C3orf36	0	1667
ARL14	0	1288
PIF1	0	10006
CCDC33	4	100184
BBOF1	3	63508
LRRC8E	0	13519
PTGES2	0	7770
SIKE1	1	11204
FRAS1	36	486700
THOC7	2	30052
UXS1	4	101037
SLC66A2	1	49234
ZC3H12A	1	9860
ASRGL1	0	56114
CENPT	1	19302
EDC3	2	65488
NAA15	9	89260
CWH43	6	75831
PGGHG	0	6551
ABHD18	4	71016
CTC1	0	23275
IFT74	8	115895
DBF4B	1	43661
SPSB1	0	76650
MYCT1	0	26686
TEDC2	0	4850
MYO19	4	39707
RUBCNL	7	96189
TTI2	3	39800
BRD3	0	38210
TMEM134	0	4930
TMEM254	0	13906
RNF34	0	24270
MUS81	0	6043
FUZ	0	6444
HKDC1	1	47257
FBXO11	5	98874
CHD9	17	272470
OPA3	3	74442
SPG11	5	100983
PROSER1	1	28212
ARMC9	15	175313
CCDC92	3	36209
TM2D3	1	19415
CFAP43	7	102475
COQ10B	2	21621
TARS2	0	20246
RAB11FIP1	0	40551
NUBPL	17	299839
PAAF1	4	51038
ORAI2	1	23292
TASL	3	19093
PIGZ	3	22491
ELL3	1	26538
CEP63	5	89281
SLC35F5	2	42471
ATOSB	0	11776
EFHC2	8	195796
SCUBE1	5	140166
CDK5RAP3	0	11259
MLLT10	14	209459
CUBN	16	305852
CCDC6	4	117909
PLEKHO2	0	26120
EFHD1	2	76725
WDCP	2	18091
TRABD	0	13669
MED28	1	13521
FLAD1	0	9818
SPHKAP	11	201692
NCOA4	2	25627
KLHL15	4	43471
TET1	5	134123
LRRC27	1	49397
EPC1	9	111083
CPEB4	2	71983
ZKSCAN3	2	19264
GKAP1	4	90096
CXXC4	2	26596
SP6	0	10961
CEP70	2	99943
PUS1	0	14662
WNT10A	0	13397
ULBP2	0	7233
ULBP1	1	9704
DNAJC5	0	40930
ADAM33	0	14121
KCNIP4	88	1220136
WDR82	2	24222
PABPC1L	1	49097
PNPLA3	2	40815
SLC25A16	1	45191
BPIFB2	0	16132
TRAF3IP3	0	26275
SEL1L2	7	145936
DCAF11	0	10546
ZSCAN16	0	5470
REEP4	0	3916
COASY	0	4208
SKIC8	1	16363
LPAL2	5	44570
TNKS2	5	67082
SHOC2	6	94125
ADAM12	15	374226
PDHX	11	79999
TSGA10	5	157464
AKNA	1	64320
ESX1	0	4881
PBX4	1	57210
SLC35G2	3	36874
ACAD10	5	71055
SRCIN1	3	75925
IQCN	0	17414
TTYH3	0	32834
ARHGAP39	3	156632
PTP4A2	4	31967
THSD7B	57	912173
FGF23	1	11502
THUMPD2	5	43217
